time,d1,d2,d3,el1,el2,el3,target_x,target_y,x,y
0.101500022,3.95,1.77,3.9,3.790831043,1.378695035,3.738702984,,,0.9478461535124333,1.0341016727266286
0.151901528,3.95,1.77,3.9,3.790831043,1.378695035,3.738702984,,,0.9478461535124333,1.0341016727266286
0.202273349,3.95,1.77,3.9,3.790831043,1.378695035,3.738702984,,,0.9478461535124333,1.0341016727266286
0.252358313,3.98,1.69,3.89,3.822080585,1.274362586,3.728270376,,,0.9259890114326838,0.9888945294224922
0.302486797,3.98,1.69,3.89,3.822080585,1.274362586,3.728270376,,,0.9259890114326838,0.9888945294224922
0.352827693,3.98,1.69,3.89,3.822080585,1.274362586,3.728270376,,,0.9259890114326838,0.9888945294224922
0.40316195,3.97,1.73,3.88,3.811666302,1.326951393,3.717835392,,,0.9495604392721808,1.0008246539208727
0.453485424,3.97,1.73,3.88,3.811666302,1.326951393,3.717835392,,,0.9495604392721808,1.0008246539208727
0.503631005,3.97,1.65,3.88,3.811666302,1.220819397,3.717835392,,,0.9198461536355658,0.9860321073756881
0.553967147,3.97,1.65,3.86,3.811666302,1.220819397,3.696958209,,,0.9368571429669182,0.9776745343563716
0.604373496,3.97,1.65,3.86,3.811666302,1.220819397,3.696958209,,,0.9368571429669182,0.9776745343563716
0.654571283,3.97,1.75,3.86,3.811666302,1.352922762,3.696958209,,,0.9742197803126617,0.9962746299045785
0.704902382,3.95,1.75,3.8,3.790831043,1.352922762,3.634267464,,,1.024725274730628,0.9886784523459564
0.75503177,3.95,1.75,3.8,3.790831043,1.352922762,3.634267464,,,1.024725274730628,0.9886784523459564
0.805316227,3.95,1.68,3.85,3.790831043,1.261070973,3.68651597,,,0.9563076925140797,0.9961944817616367
0.855630826,3.95,1.68,3.85,3.790831043,1.261070973,3.68651597,,,0.9563076925140797,0.9961944817616367
0.905965329,3.95,1.68,3.85,3.790831043,1.261070973,3.68651597,,,0.9563076925140797,0.9961944817616367
0.956331654,3.95,1.69,3.83,3.790831043,1.274362586,3.665624094,,,0.9768901101190424,0.9897452941615292
1.00643895,3.97,1.69,3.83,3.811666302,1.274362586,3.665624094,,,0.9768901101190424,0.9725279027234979
1.056760253,3.97,1.69,3.83,3.811666302,1.274362586,3.665624094,,,0.9768901101190424,0.9725279027234979
1.106878863,3.99,1.7,3.83,3.832492661,1.287594657,3.665624094,,,0.9806153848595193,0.9570780939729411
1.157017381,3.99,1.7,3.83,3.832492661,1.287594657,3.665624094,,,0.9806153848595193,0.9570780939729411
1.207343269,3.99,1.7,3.83,3.832492661,1.287594657,3.665624094,,,0.9806153848595193,0.9570780939729411
1.257459898,3.97,1.65,3.84,3.811666302,1.220819397,3.676071272,,,0.9537802201393124,0.969360152962978
1.307783678,3.97,1.65,3.84,3.811666302,1.220819397,3.676071272,,,0.9537802201393124,0.969360152962978
1.358126659,3.97,1.65,3.84,3.811666302,1.220819397,3.676071272,,,0.9537802201393124,0.969360152962978
1.408467163,3.94,1.65,3.85,3.780410031,1.220819397,3.68651597,,,0.945329670662242,0.9993054224144223
1.458797684,3.94,1.65,3.85,3.780410031,1.220819397,3.68651597,,,0.945329670662242,0.9993054224144223
1.508946837,3.94,1.7,3.85,3.780410031,1.287594657,3.68651597,,,0.96373626413955,1.00846870481943
1.559073374,3.97,1.7,3.83,3.811666302,1.287594657,3.665624094,,,0.9806153848595193,0.9743824416703876
1.609305368,3.97,1.7,3.83,3.811666302,1.287594657,3.665624094,,,0.9806153848595193,0.9743824416703876
1.659602305,3.97,1.64,3.83,3.811666302,1.207269647,3.665624094,,,0.9585934068191408,0.9634193265155034
1.709744736,3.95,1.64,3.86,3.790831043,1.207269647,3.696958209,,,0.9332417584038479,0.9930920930445265
1.760158096,3.95,1.64,3.86,3.790831043,1.207269647,3.696958209,,,0.9332417584038479,0.9930920930445265
1.810293932,3.95,1.65,3.86,3.790831043,1.220819397,3.696958209,,,0.9368571429669182,0.9948919257944027
1.860617591,3.95,1.65,3.88,3.790831043,1.220819397,3.717835392,,,0.9198461536355658,1.003249498813719
1.910959146,3.95,1.65,3.88,3.790831043,1.220819397,3.717835392,,,0.9198461536355658,1.003249498813719
1.961103132,3.95,1.65,3.82,3.790831043,1.220819397,3.655174414,,,0.9706153849814502,0.9783063547176979
2.011275357,3.96,1.65,3.82,3.801249794,1.220819397,3.655174414,,,0.9706153849814502,0.9697085286511137
2.061565415,3.96,1.65,3.82,3.801249794,1.220819397,3.655174414,,,0.9706153849814502,0.9697085286511137
2.111709251,3.96,1.69,3.93,3.801249794,1.274362586,3.769986737,,,0.8916153849934835,1.0230433113088064
2.162045546,3.96,1.69,3.93,3.801249794,1.274362586,3.769986737,,,0.8916153849934835,1.0230433113088064
2.212380753,3.96,1.69,3.93,3.801249794,1.274362586,3.769986737,,,0.8916153849934835,1.0230433113088064
2.262677413,3.96,1.69,3.93,3.801249794,1.274362586,3.769986737,,,0.8916153849934835,1.0230433113088064
2.313011595,3.96,1.69,3.93,3.801249794,1.274362586,3.769986737,,,0.8916153849934835,1.0230433113088064
2.363342391,3.96,1.69,3.93,3.801249794,1.274362586,3.769986737,,,0.8916153849934835,1.0230433113088064
2.413499497,3.97,1.69,3.86,3.811666302,1.274362586,3.696958209,,,0.9515384617037493,0.9849832778144896
2.463613422,3.97,1.69,3.86,3.811666302,1.274362586,3.696958209,,,0.9515384617037493,0.9849832778144896
2.51392797,3.97,1.69,3.86,3.811666302,1.274362586,3.696958209,,,0.9515384617037493,0.9849832778144896
2.564291351,3.98,1.69,3.88,3.822080585,1.274362586,3.717835392,,,0.9345274723723971,0.984699546439068
2.614597977,3.98,1.69,3.88,3.822080585,1.274362586,3.717835392,,,0.9345274723723971,0.984699546439068
2.664739905,3.98,1.67,3.88,3.822080585,1.247717917,3.717835392,,,0.9271428569664861,0.9810232922478646
2.714915614,3.97,1.67,3.87,3.811666302,1.247717917,3.707398009,,,0.9356593410182038,0.9854804109998022
2.765209027,3.97,1.67,3.87,3.811666302,1.247717917,3.707398009,,,0.9356593410182038,0.9854804109998022
2.815547563,3.97,1.69,3.87,3.811666302,1.274362586,3.707398009,,,0.9430439564241145,0.9891566651910059
2.865688795,3.98,1.69,3.91,3.822080585,1.274362586,3.749133233,,,0.9088461540452278,0.9973168897911119
2.915982162,3.98,1.69,3.91,3.822080585,1.274362586,3.749133233,,,0.9088461540452278,0.9973168897911119
2.96611511,3.98,1.77,3.88,3.822080585,1.378695035,3.717835392,,,0.964945054673171,0.9998422124105404
3.016430855,3.99,1.77,3.88,3.832492661,1.378695035,3.717835392,,,0.964945054673171,0.9911791691078323
3.066572499,3.99,1.77,3.88,3.832492661,1.378695035,3.717835392,,,0.964945054673171,0.9911791691078323
3.116714222,3.99,1.67,3.86,3.832492661,1.247717917,3.696958209,,,0.9441538462978384,0.9640026759258399
3.167218897,3.95,1.67,3.86,3.790831043,1.247717917,3.696958209,,,0.9441538462978384,0.9985244150613175
3.217509327,3.95,1.67,3.86,3.790831043,1.247717917,3.696958209,,,0.9441538462978384,0.9985244150613175
3.267651857,3.96,1.74,3.84,3.801249794,1.339962686,3.676071272,1,1.0,0.987307692642707,0.9946705687763321
3.318016949,3.96,1.74,3.84,3.801249794,1.339962686,3.676071272,,,0.987307692642707,0.9946705687763321
3.368364546,3.96,1.74,3.84,3.801249794,1.339962686,3.676071272,,,0.987307692642707,0.9946705687763321
3.418483096,3.96,1.65,3.86,3.801249794,1.220819397,3.696958209,,,0.9368571429669182,0.9862940997278186
3.468618719,3.96,1.65,3.86,3.801249794,1.220819397,3.696958209,,,0.9368571429669182,0.9862940997278186
3.518949619,3.96,1.65,3.86,3.801249794,1.220819397,3.696958209,,,0.9368571429669182,0.9862940997278186
3.569183132,3.98,1.63,3.86,3.822080585,1.193649865,3.696958209,,,0.9296483517716516,0.9654445056492074
3.619508486,3.98,1.63,3.86,3.822080585,1.193649865,3.696958209,,,0.9296483517716516,0.9654445056492074
3.669651085,3.98,1.73,3.86,3.822080585,1.326951393,3.696958209,,,0.9665714286035333,0.9838257765068179
3.720007521,3.97,1.73,3.89,3.811666302,1.326951393,3.728270376,,,0.9410219783324677,1.005019636904297
3.770315829,3.97,1.73,3.89,3.811666302,1.326951393,3.728270376,,,0.9410219783324677,1.005019636904297
