time,d1,d2,d3,el1,el2,el3,target_x,target_y
0.05091600000014296,4.016,1.796,3.872,3.859553860227889,1.4119192611477471,3.709485678635247,,
0.10124202400038484,4.016,1.796,3.872,3.859553860227889,1.4119192611477471,3.709485678635247,,
0.1513535240001147,4.016,1.796,3.872,3.859553860227889,1.4119192611477471,3.709485678635247,,
0.2016758010004196,3.9959999999999996,1.776,3.842,3.838738855405509,1.3863895556444443,3.6781604097700797,,
0.2518615220005813,3.9959999999999996,1.776,3.842,3.838738855405509,1.3863895556444443,3.6781604097700797,,
0.302024669000275,3.9959999999999996,1.806,3.842,3.838738855405509,1.4246178434934753,3.6781604097700797,,
0.3523559479999676,3.976,1.806,3.892,3.817915137873025,1.4246178434934753,3.730357087464952,,
0.40259798700026295,3.976,1.806,3.892,3.817915137873025,1.4246178434934753,3.730357087464952,,
0.45278060200053005,3.976,1.866,3.892,3.817915137873025,1.4999519992319754,3.730357087464952,,
0.50297382700046,4.016,1.866,3.872,3.859553860227889,1.4999519992319754,3.709485678635247,,
0.5532767250006145,4.016,1.866,3.872,3.859553860227889,1.4999519992319754,3.709485678635247,,
0.6034565139998449,4.006,1.8760000000000001,3.872,3.8491474380698905,1.5123742922967185,3.709485678635247,,
0.6538016970007448,4.006,1.8760000000000001,3.872,3.8491474380698905,1.5123742922967185,3.709485678635247,,
0.7039875150003354,4.006,1.8760000000000001,3.872,3.8491474380698905,1.5123742922967185,3.709485678635247,,
0.754193677999865,3.9959999999999996,1.756,3.872,3.838738855405509,1.360674832573896,3.709485678635247,,
0.8045148669998525,3.9959999999999996,1.756,3.872,3.838738855405509,1.360674832573896,3.709485678635247,,
0.854749785000422,3.9959999999999996,1.756,3.872,3.838738855405509,1.360674832573896,3.709485678635247,,
0.9048467270004039,3.9859999999999998,1.786,3.842,3.8283280946125813,1.3991769008956658,3.6781604097700797,,
0.9551770320003925,3.9859999999999998,1.786,3.842,3.8283280946125813,1.3991769008956658,3.6781604097700797,,
1.0052484300003925,3.9859999999999998,1.786,3.842,3.8283280946125813,1.3991769008956658,3.6781604097700797,,
1.0555373430006512,3.9959999999999996,1.786,3.872,3.838738855405509,1.3991769008956658,3.709485678635247,,
1.1058524820000457,3.9959999999999996,1.786,3.872,3.838738855405509,1.3991769008956658,3.709485678635247,,
1.1561844070001825,3.9959999999999996,1.786,3.872,3.838738855405509,1.3991769008956658,3.709485678635247,,
1.2065237249998972,3.9859999999999998,1.776,3.862,3.8283280946125813,1.3863895556444443,3.6990463635915676,,
1.2568180600001142,3.9859999999999998,1.776,3.862,3.8283280946125813,1.3863895556444443,3.6990463635915676,,
1.306907097000476,3.9859999999999998,1.856,3.862,3.8283280946125813,1.4874931932617372,3.6990463635915676,,
