time,d1,d2,d3,el1,el2,el3,target_x,target_y,x,y
0.152011238,3.94,1.76,3.89,3.780410031,1.365833079,3.728270376,,,0.9525274728715863,1.0365408499810462
0.20220602,3.94,1.76,3.89,3.780410031,1.365833079,3.728270376,,,0.9525274728715863,1.0365408499810462
0.252369685,3.94,1.75,3.89,3.780410031,1.352922762,3.728270376,,,0.9486703300415961,1.03462066365916
0.302647651,3.97,1.75,3.89,3.811666302,1.352922762,3.728270376,,,0.9486703300415961,1.0088271859073195
0.352836524,3.97,1.75,3.89,3.811666302,1.352922762,3.728270376,,,0.9486703300415961,1.0088271859073195
0.403161299,3.97,1.75,3.89,3.811666302,1.352922762,3.728270376,,,0.9486703300415961,1.0088271859073195
0.45346008,3.97,1.75,3.86,3.811666302,1.352922762,3.696958209,,,0.9742197803126617,0.9962746299045785
0.503757151,3.97,1.75,3.86,3.811666302,1.352922762,3.696958209,,,0.9742197803126617,0.9962746299045785
0.553901121,3.97,1.77,3.85,3.811666302,1.378695035,3.68651597,,,0.9904285716998471,0.9959633540921724
0.604232491,3.94,1.77,3.85,3.780410031,1.378695035,3.68651597,,,0.9904285716998471,1.021756831844013
0.654587902,3.94,1.77,3.85,3.780410031,1.378695035,3.68651597,,,0.9904285716998471,1.021756831844013
0.704920774,3.94,1.76,3.83,3.780410031,1.365833079,3.665624094,,,1.0034285715579447,1.0115329188873137
0.755273913,3.95,1.76,3.83,3.790831043,1.365833079,3.665624094,,,1.0034285715579447,1.0029568325735043
0.805625935,3.95,1.76,3.83,3.790831043,1.365833079,3.665624094,,,1.0034285715579447,1.0029568325735043
0.855979373,3.97,1.66,3.88,3.811666302,1.234301422,3.717835392,,,0.9234835163014754,0.9878428813984995
0.906361874,3.97,1.66,3.88,3.811666302,1.234301422,3.717835392,,,0.9234835163014754,0.9878428813984995
0.956699072,3.97,1.66,3.88,3.811666302,1.234301422,3.717835392,,,0.9234835163014754,0.9878428813984995
1.006792954,3.96,1.81,3.83,3.801249794,1.42968528,3.665624094,,,1.0230439561906983,1.004124056682791
1.057129606,3.96,1.81,3.83,3.801249794,1.42968528,3.665624094,,,1.0230439561906983,1.004124056682791
1.107244375,3.96,1.81,3.83,3.801249794,1.42968528,3.665624094,,,1.0230439561906983,1.004124056682791
1.157610824,3.96,1.81,3.83,3.801249794,1.42968528,3.665624094,,,1.0230439561906983,1.004124056682791
1.207946276,3.96,1.81,3.83,3.801249794,1.42968528,3.665624094,,,1.0230439561906983,1.004124056682791
1.258089893,3.96,1.73,3.83,3.801249794,1.326951393,3.665624094,,,0.9919230770188263,0.9886312711820112
1.308410015,3.97,1.73,3.86,3.811666302,1.326951393,3.696958209,,,0.9665714286035333,0.9924670809015561
1.35873081,3.97,1.73,3.86,3.811666302,1.326951393,3.696958209,,,0.9665714286035333,0.9924670809015561
1.40902945,3.97,1.77,3.86,3.811666302,1.378695035,3.696958209,,,0.9819560440045234,1.0001259437859618
1.459373334,4.0,1.77,3.85,3.842902549,1.378695035,3.68651597,,,0.9904285716998471,0.9699742232977872
1.50970899,4.0,1.77,3.85,3.842902549,1.378695035,3.68651597,,,0.9904285716998471,0.9699742232977872
1.559889637,4.0,1.73,3.86,3.842902549,1.326951393,3.696958209,,,0.9665714286035333,0.9664779501071709
1.610196642,4.01,1.73,3.86,3.853310265,1.326951393,3.696958209,,,0.9665714286035333,0.9577714286676409
1.660326922,4.01,1.73,3.86,3.853310265,1.326951393,3.696958209,,,0.9665714286035333,0.9577714286676409
1.710661121,4.01,1.66,3.85,3.853310265,1.234301422,3.68651597,,,0.9489670333281516,0.9406270664514786
1.76107281,3.97,1.66,3.85,3.811666302,1.234301422,3.68651597,,,0.9489670333281516,0.9753227186853934
1.811230611,3.97,1.66,3.85,3.811666302,1.234301422,3.68651597,,,0.9489670333281516,0.9753227186853934
1.86143013,3.98,1.74,3.88,3.822080585,1.339962686,3.717835392,,,0.9533736261389603,0.9940816534228575
1.91168294,3.98,1.74,3.88,3.822080585,1.339962686,3.717835392,,,0.9533736261389603,0.9940816534228575
1.961758225,3.98,1.74,3.88,3.822080585,1.339962686,3.717835392,,,0.9533736261389603,0.9940816534228575
2.011920855,3.99,1.77,3.85,3.832492661,1.378695035,3.68651597,,,0.9904285716998471,0.9786590063947261
2.062175079,3.99,1.77,3.85,3.832492661,1.378695035,3.68651597,,,0.9904285716998471,0.9786590063947261
2.112315329,3.99,1.77,3.85,3.832492661,1.378695035,3.68651597,,,0.9904285716998471,0.9786590063947261
2.162425647,3.95,1.7,3.89,3.790831043,1.287594657,3.728270376,,,0.9297142861731609,1.0166077642021512
2.212762977,3.95,1.7,3.89,3.790831043,1.287594657,3.728270376,,,0.9297142861731609,1.0166077642021512
2.263108038,3.95,1.7,3.89,3.790831043,1.287594657,3.728270376,,,0.9297142861731609,1.0166077642021512
2.313419045,3.97,1.81,3.88,3.811666302,1.42968528,3.717835392,,,0.980681318444053,1.0163174394216523
2.363579004,3.97,1.81,3.88,3.811666302,1.42968528,3.717835392,,,0.980681318444053,1.0163174394216523
2.413758246,3.97,1.73,3.88,3.811666302,1.326951393,3.717835392,,,0.9495604392721808,1.0008246539208727
2.464081248,3.97,1.73,3.88,3.811666302,1.326951393,3.717835392,,,0.9495604392721808,1.0008246539208727
2.514424845,3.97,1.73,3.88,3.811666302,1.326951393,3.717835392,,,0.9495604392721808,1.0008246539208727
2.564759341,3.97,1.65,3.88,3.811666302,1.220819397,3.717835392,,,0.9198461536355658,0.9860321073756881
2.614970554,3.98,1.65,3.83,3.822080585,1.220819397,3.665624094,,,0.9622087913822113,0.9565778548706417
2.665294073,3.98,1.65,3.83,3.822080585,1.220819397,3.665624094,,,0.9622087913822113,0.9565778548706417
2.715627075,3.98,1.67,3.85,3.822080585,1.247717917,3.68651597,,,0.9526263739931622,0.9685031295347584
2.765780569,3.97,1.67,3.85,3.811666302,1.247717917,3.68651597,,,0.9526263739931622,0.9771444339294963
2.81591994,3.97,1.67,3.85,3.811666302,1.247717917,3.68651597,,,0.9526263739931622,0.9771444339294963
2.86602993,3.97,1.65,3.87,3.811666302,1.220819397,3.707398009,,,0.9283626376872834,0.9818479217328879
2.916363871,3.97,1.65,3.87,3.811666302,1.220819397,3.707398009,,,0.9283626376872834,0.9818479217328879
