time,d1,d2,d3,el1,el2,el3,target_x,target_y
0.1517755520001174,3.98,1.85,3.86,3.8220805852310336,1.4800000000000002,3.6969582091227373,,
0.2019201600000997,3.98,1.85,3.86,3.8220805852310336,1.4800000000000002,3.6969582091227373,,
0.2520752000000357,3.98,1.85,3.86,3.8220805852310336,1.4800000000000002,3.6969582091227373,,
0.3024158340001577,4.0,1.85,3.85,3.842902548855487,1.4800000000000002,3.6865159703980668,,
0.3527569410000524,4.0,1.85,3.85,3.842902548855487,1.4800000000000002,3.6865159703980668,,
0.4030527449999681,4.0,1.86,3.85,3.842902548855487,1.49248115565993,3.6865159703980668,,
0.45342125499996655,3.99,1.86,3.86,3.832492661441115,1.49248115565993,3.6969582091227373,,
0.5037436840000282,3.99,1.86,3.86,3.832492661441115,1.49248115565993,3.6969582091227373,,
0.5539455519999592,3.99,1.8,3.86,3.832492661441115,1.4170038814343453,3.6969582091227373,,
0.6040823040000305,3.99,1.8,3.86,3.832492661441115,1.4170038814343453,3.6969582091227373,,
0.6542934169999626,3.99,1.8,3.86,3.832492661441115,1.4170038814343453,3.6969582091227373,,
0.7045928400000321,3.99,1.8,3.86,3.832492661441115,1.4170038814343453,3.6969582091227373,,
0.7549217099999623,3.99,1.8,3.86,3.832492661441115,1.4170038814343453,3.6969582091227373,,
0.8050474310000482,3.99,1.8,3.86,3.832492661441115,1.4170038814343453,3.6969582091227373,,
0.8553992690001451,3.95,1.87,3.86,3.7908310434520818,1.5049252473129688,3.6969582091227373,,
0.9057123269999465,3.95,1.87,3.8400000000000003,3.7908310434520818,1.5049252473129688,3.6760712724320244,,
0.9560642610001651,3.95,1.87,3.8400000000000003,3.7908310434520818,1.5049252473129688,3.6760712724320244,,
1.0061526910001248,3.97,1.86,3.86,3.8116663022882786,1.49248115565993,3.6969582091227373,,
1.0562897410000005,3.97,1.86,3.86,3.8116663022882786,1.49248115565993,3.6969582091227373,,
1.1065916130000915,3.97,1.86,3.86,3.8116663022882786,1.49248115565993,3.6969582091227373,,
1.1567050450000806,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.2070375610001065,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.2571831350001048,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.3074019969999426,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.3577221309999459,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.4080613480000466,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.458181796999952,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.5083851950000735,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.5586311219999516,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.6087504179999996,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.6590887910001584,3.97,1.82,3.86,3.8116663022882786,1.4423245127224318,3.6969582091227373,,
1.709231354000167,3.99,1.84,3.86,3.832492661441115,1.4674808346278325,3.6969582091227373,,
1.75956495000014,3.99,1.84,3.85,3.832492661441115,1.4674808346278325,3.6865159703980668,,
1.8098896349999904,3.99,1.84,3.85,3.832492661441115,1.4674808346278325,3.6865159703980668,,
1.8602179800000158,3.98,1.8900000000000001,3.85,3.8220805852310336,1.5297058540778354,3.6865159703980668,,
1.9105443299999934,3.98,1.8900000000000001,3.85,3.8220805852310336,1.5297058540778354,3.6865159703980668,,
1.960865216000002,3.98,1.8900000000000001,3.85,3.8220805852310336,1.5297058540778354,3.6865159703980668,,
2.0109722270001384,3.98,1.86,3.85,3.8220805852310336,1.49248115565993,3.6865159703980668,,
2.0611153140000624,3.98,1.86,3.85,3.8220805852310336,1.49248115565993,3.6865159703980668,,
