split,trajectory,model,constraint_enabled,rmse_x_m,rmse_y_m,rmse_2d_m,mae_x_m,mae_y_m,mae_2d_m,median_error_m,p90_error_m,p95_error_m,max_error_m,pct_below_5cm,pct_below_10cm,pct_below_20cm,pct_below_50cm,n_samples
train,all,Raw trilateration,False,0.221311891823322,0.1472528241974728,0.2658239035462191,0.1711076098538667,0.1105223111318159,0.2277401107416363,0.2052604081901533,0.3792191638555202,0.4650834378186578,1.024949341462949,3.768306730294553,14.110580878723052,48.1981240743788,95.93549448741156,12154
train,all,EKF only,False,0.1384524384808943,0.1304897077398824,0.190254149882061,0.0978296616259612,0.092015671714059,0.1570867570617324,0.1384042603756325,0.2576485165945998,0.3100196731336658,0.9934480928800262,7.956228402172124,31.35593220338983,74.5022214908672,98.0911634029949,12154
train,all,EKF + LSTM residual,False,0.0820906962054182,0.0875377168560882,0.1200072259318868,0.0509456564927295,0.0470308299572434,0.0827310987360219,0.0633195774510082,0.1476093572034864,0.1943408201575606,0.9313614937689813,37.71597827875596,75.05348033569196,95.33486917887114,98.73292743129834,12154
train,all,EKF + LSTM + raw fallback,False,0.0820906962054182,0.0875377168560882,0.1200072259318868,0.0509456564927295,0.0470308299572434,0.0827310987360219,0.0633195774510082,0.1476093572034864,0.1943408201575606,0.9313614937689813,37.71597827875596,75.05348033569196,95.33486917887114,98.73292743129834,12154
train,all,EKF + LSTM + trajectory constraint,False,0.0820906962054182,0.0875377168560882,0.1200072259318868,0.0509456564927295,0.0470308299572434,0.0827310987360219,0.0633195774510082,0.1476093572034864,0.1943408201575606,0.9313614937689813,37.71597827875596,75.05348033569196,95.33486917887114,98.73292743129834,12154
train,10lup_trilat_gt,Raw trilateration,False,0.2381638642881648,0.1654019499086995,0.2899652242705516,0.1806673500246702,0.1196126345440071,0.2426219918973891,0.2154034470582383,0.4136213713575516,0.547192141606089,1.024949341462949,3.993085566119274,14.831460674157304,45.09939498703544,93.552290406223,5785
train,10lup_trilat_gt,EKF only,False,0.1515441923244331,0.1533456922399402,0.215593468258691,0.1048955569743778,0.1016393181325369,0.1730526854056063,0.1518328074703304,0.2816745988539574,0.3432767613823925,0.9934480928800262,6.65514261019879,26.37856525496975,70.4580812445981,96.36992221261885,5785
train,10lup_trilat_gt,EKF + LSTM residual,False,0.100876479626764,0.112217604663929,0.1508935218569664,0.0608063563538779,0.0570657687553122,0.1004004109822029,0.0737683366710475,0.1729008117898713,0.2639544812074182,0.9313614937689813,31.35695764909248,67.41573033707866,93.03370786516854,97.33794295592048,5785
train,10lup_trilat_gt,EKF + LSTM + raw fallback,False,0.100876479626764,0.112217604663929,0.1508935218569664,0.0608063563538779,0.0570657687553122,0.1004004109822029,0.0737683366710475,0.1729008117898713,0.2639544812074182,0.9313614937689813,31.35695764909248,67.41573033707866,93.03370786516854,97.33794295592048,5785
train,10lup_trilat_gt,EKF + LSTM + trajectory constraint,False,0.100876479626764,0.112217604663929,0.1508935218569664,0.0608063563538779,0.0570657687553122,0.1004004109822029,0.0737683366710475,0.1729008117898713,0.2639544812074182,0.9313614937689813,31.35695764909248,67.41573033707866,93.03370786516854,97.33794295592048,5785
train,10lup1_trilat_gt,Raw trilateration,False,0.2048069215133698,0.1285663006889104,0.2418163947556388,0.1624244418701805,0.1022655171391128,0.2142228109322424,0.1975111834988113,0.3553728344889607,0.4130068579096803,0.9534420859511172,3.5641387972994187,13.455801538703094,51.01271785209609,98.10017271157167,6369
train,10lup1_trilat_gt,EKF only,False,0.125381960209562,0.1055228751478585,0.1638771281340466,0.0914116674996321,0.0832744573113436,0.142584810842654,0.1260974817276057,0.2406139598837524,0.294189382022682,0.5784345368617001,9.138012246820535,35.87690375255142,78.17553776102999,99.65457685664938,6369
train,10lup1_trilat_gt,EKF + LSTM residual,False,0.0601404198578133,0.0564354452045585,0.0824732052009063,0.0419891250597348,0.0379160362774149,0.0666819589426231,0.0558343751504619,0.1220185235510009,0.1607393817262953,0.3566620746067561,43.4919139582352,81.99089338985712,97.42502747684097,100.0,6369
train,10lup1_trilat_gt,EKF + LSTM + raw fallback,False,0.0601404198578133,0.0564354452045585,0.0824732052009063,0.0419891250597348,0.0379160362774149,0.0666819589426231,0.0558343751504619,0.1220185235510009,0.1607393817262953,0.3566620746067561,43.4919139582352,81.99089338985712,97.42502747684097,100.0,6369
train,10lup1_trilat_gt,EKF + LSTM + trajectory constraint,False,0.0601404198578133,0.0564354452045585,0.0824732052009063,0.0419891250597348,0.0379160362774149,0.0666819589426231,0.0558343751504619,0.1220185235510009,0.1607393817262953,0.3566620746067561,43.4919139582352,81.99089338985712,97.42502747684097,100.0,6369
val,all,Raw trilateration,False,0.1760715116611192,0.1639319676096777,0.2405719585134811,0.1216329671938443,0.1278417768190035,0.2065774391386679,0.2050174087329563,0.3552057890199459,0.4340815853567579,0.6412854229947721,13.339685564554548,22.820390662220102,47.87994282991901,97.9514054311577,2099
val,all,EKF only,False,0.1189180108146745,0.1376081374175967,0.1818721880323081,0.0802061707308848,0.1038988329818026,0.1590098392133893,0.1623570258244051,0.2805049523366019,0.3011792275090059,0.3553162559590305,16.102906145783706,29.06145783706527,65.17389232968081,100.0,2099
val,all,EKF + LSTM residual,False,0.0906525253297744,0.0799414735303826,0.120865708697191,0.0649108040455438,0.0577539110503542,0.1030948381941902,0.0912385055664962,0.1894814321076996,0.2056207017109495,0.311076999086191,26.01238685088137,53.1681753215817,93.18723201524536,100.0,2099
val,all,EKF + LSTM + raw fallback,False,0.0906525253297744,0.0799414735303826,0.120865708697191,0.0649108040455438,0.0577539110503542,0.1030948381941902,0.0912385055664962,0.1894814321076996,0.2056207017109495,0.311076999086191,26.01238685088137,53.1681753215817,93.18723201524536,100.0,2099
val,all,EKF + LSTM + trajectory constraint,False,0.0906525253297744,0.0799414735303826,0.120865708697191,0.0649108040455438,0.0577539110503542,0.1030948381941902,0.0912385055664962,0.1894814321076996,0.2056207017109495,0.311076999086191,26.01238685088137,53.1681753215817,93.18723201524536,100.0,2099
val,10lup_trilat_gt,Raw trilateration,False,0.1953497099965413,0.1702024676321418,0.2590953283712446,0.1265880573016224,0.1274140768694886,0.2109360714276699,0.190707532441162,0.4338847396729507,0.4879351753373088,0.6412854229947721,17.835671342685373,31.162324649298597,52.00400801603207,95.69138276553106,998
val,10lup_trilat_gt,EKF only,False,0.1330066100547963,0.1498582768297569,0.2003703108063984,0.0869600312018532,0.1094292180703347,0.1717286196107857,0.1787280243621093,0.3012526156523007,0.3188920458940764,0.3553162559590305,19.639278557114228,31.96392785571142,54.30861723446894,100.0,998
val,10lup_trilat_gt,EKF + LSTM residual,False,0.1093776038183088,0.0965024370998792,0.1458635683892694,0.0817091106573519,0.0760031101821208,0.1341675192512403,0.1380973602893104,0.2025225010400697,0.2153889047037261,0.2867137566228763,8.316633266533065,28.65731462925852,88.17635270541082,100.0,998
val,10lup_trilat_gt,EKF + LSTM + raw fallback,False,0.1093776038183088,0.0965024370998792,0.1458635683892694,0.0817091106573519,0.0760031101821208,0.1341675192512403,0.1380973602893104,0.2025225010400697,0.2153889047037261,0.2867137566228763,8.316633266533065,28.65731462925852,88.17635270541082,100.0,998
val,10lup_trilat_gt,EKF + LSTM + trajectory constraint,False,0.1093776038183088,0.0965024370998792,0.1458635683892694,0.0817091106573519,0.0760031101821208,0.1341675192512403,0.1380973602893104,0.2025225010400697,0.2153889047037261,0.2867137566228763,8.316633266533065,28.65731462925852,88.17635270541082,100.0,998
val,10lup1_trilat_gt,Raw trilateration,False,0.1565589464963115,0.1580332490427177,0.2224527175177516,0.1171414322914259,0.128229464874967,0.2026265626405534,0.2118786835878368,0.3120694664931908,0.3518394740953435,0.4863699214687345,9.264305177111716,15.258855585831062,44.141689373297005,100.0,1101
val,10lup1_trilat_gt,EKF only,False,0.104519216850868,0.1254748466307039,0.1633040226942295,0.0740841428017055,0.0988858227017345,0.1474809174726066,0.1517091210603942,0.2359712297579925,0.2517503284978704,0.3130026166059647,12.897366030881017,26.430517711171664,75.02270663033606,100.0,1101
val,10lup1_trilat_gt,EKF + LSTM residual,False,0.0694456939619201,0.0611712559667762,0.0925452698218851,0.0496840011403808,0.0412119485312778,0.0749290473722683,0.0604053576778,0.1605511944079896,0.177429763187856,0.311076999086191,42.05267938237965,75.386012715713,97.7293369663942,100.0,1101
val,10lup1_trilat_gt,EKF + LSTM + raw fallback,False,0.0694456939619201,0.0611712559667762,0.0925452698218851,0.0496840011403808,0.0412119485312778,0.0749290473722683,0.0604053576778,0.1605511944079896,0.177429763187856,0.311076999086191,42.05267938237965,75.386012715713,97.7293369663942,100.0,1101
val,10lup1_trilat_gt,EKF + LSTM + trajectory constraint,False,0.0694456939619201,0.0611712559667762,0.0925452698218851,0.0496840011403808,0.0412119485312778,0.0749290473722683,0.0604053576778,0.1605511944079896,0.177429763187856,0.311076999086191,42.05267938237965,75.386012715713,97.7293369663942,100.0,1101
test,all,Raw trilateration,False,0.2069789449787222,0.1393108847180545,0.2494951026882732,0.1578559480684872,0.1083129164177492,0.219253346172124,0.2116143568230353,0.3611457826503131,0.4264242616092835,0.9648634945653706,4.971343134811861,16.34687266384251,45.82606528781461,97.8320458509843,8026
test,all,EKF only,False,0.1294662332403422,0.1123159585873895,0.1713953911365381,0.0942419501799507,0.0890891940674323,0.1519773578332063,0.1490057683790216,0.2550378606725753,0.2927749709882454,0.4193582804887563,10.05482182905557,30.363817592823324,72.2651383005233,100.0,8026
test,all,EKF + LSTM residual,False,0.0937791316695461,0.0687343929505511,0.1162709865399569,0.0679251469011713,0.0488562431971888,0.0988768979663708,0.0891953615528524,0.1858857115465555,0.2155219872245622,0.3197398922031049,23.06254672314976,56.553700473461255,93.4338400199352,100.0,8026
test,all,EKF + LSTM + raw fallback,False,0.0937791316695461,0.0687343929505511,0.1162709865399569,0.0679251469011713,0.0488562431971888,0.0988768979663708,0.0891953615528524,0.1858857115465555,0.2155219872245622,0.3197398922031049,23.06254672314976,56.553700473461255,93.4338400199352,100.0,8026
test,all,EKF + LSTM + trajectory constraint,False,0.0937791316695461,0.0687343929505511,0.1162709865399569,0.0679251469011713,0.0488562431971888,0.0988768979663708,0.0891953615528524,0.1858857115465555,0.2155219872245622,0.3197398922031049,23.06254672314976,56.553700473461255,93.4338400199352,100.0,8026
test,10lup2_trilat_gt,Raw trilateration,False,0.2069789449787222,0.1393108847180545,0.2494951026882732,0.1578559480684872,0.1083129164177492,0.219253346172124,0.2116143568230353,0.3611457826503131,0.4264242616092835,0.9648634945653706,4.971343134811861,16.34687266384251,45.82606528781461,97.8320458509843,8026
test,10lup2_trilat_gt,EKF only,False,0.1294662332403422,0.1123159585873895,0.1713953911365381,0.0942419501799507,0.0890891940674323,0.1519773578332063,0.1490057683790216,0.2550378606725753,0.2927749709882454,0.4193582804887563,10.05482182905557,30.363817592823324,72.2651383005233,100.0,8026
test,10lup2_trilat_gt,EKF + LSTM residual,False,0.0937791316695461,0.0687343929505511,0.1162709865399569,0.0679251469011713,0.0488562431971888,0.0988768979663708,0.0891953615528524,0.1858857115465555,0.2155219872245622,0.3197398922031049,23.06254672314976,56.553700473461255,93.4338400199352,100.0,8026
