time,d1,d2,d3,t_uwb_1,t_uwb_2,t_uwb_3,el1,el2,el3,x,y
0.1514702389999911,3.97,1.8,3.86,0.1415365480002037,0.0252271109998218,0.0113333029999012,3.811666302288279,1.4170038814343453,3.696958209122737,0.9937252747252752,1.0059849737219295
0.2017980480000005,3.98,1.8,3.86,0.0475855009999577,0.0755549199998313,0.0616611119999106,3.8220805852310336,1.4170038814343453,3.696958209122737,0.9937252747252752,0.9973436693741036
0.2521165950001887,3.98,1.8,3.86,0.0979040480001458,0.1258734670000194,0.1119796590000987,3.8220805852310336,1.4170038814343453,3.696958209122737,0.9937252747252752,0.9973436693741036
0.3022330270000566,3.98,1.76,3.83,0.0039455219998671,0.0321026179999535,0.0182223500000873,3.8220805852310336,1.365833079113257,3.665624094202786,1.0034285714285716,0.9770981366459622
0.3523861130001933,3.98,1.76,3.83,0.0540986080000038,0.0822557040000901,0.068375436000224,3.8220805852310336,1.365833079113257,3.665624094202786,1.0034285714285716,0.9770981366459622
0.4027116470001601,3.98,1.76,3.83,0.1044241419999707,0.132581238000057,0.1187009700001908,3.8220805852310336,1.365833079113257,3.665624094202786,1.0034285714285716,0.9770981366459622
0.4528292999998484,3.97,1.79,3.86,0.0106634439998742,0.0388513809998585,0.0249097249998158,3.811666302288279,1.4042791745233565,3.696958209122737,0.98978021978022,1.0040210224558042
0.5031041209999785,3.97,1.79,3.86,0.0609382650000043,0.0891262019999885,0.0751845459999458,3.811666302288279,1.4042791745233565,3.696958209122737,0.98978021978022,1.0040210224558042
0.5532255090001854,3.97,1.79,3.86,0.1110596530002112,0.1392475900001955,0.1253059340001527,3.811666302288279,1.4042791745233565,3.696958209122737,0.98978021978022,1.0040210224558042
0.6035949000001892,3.98,1.79,3.85,0.017560897000294,0.0456958990002931,0.031482605000292,3.8220805852310336,1.4042791745233565,3.6865159703980654,0.9982527472527474,0.99121712852365
0.6539216989999659,3.98,1.79,3.85,0.0678876960000707,0.0960226980000698,0.0818094040000687,3.8220805852310336,1.4042791745233565,3.6865159703980654,0.9982527472527474,0.99121712852365
0.7040616690001116,3.98,1.89,3.85,0.1180276660002164,0.0022932480001145,0.1319493740002144,3.8220805852310336,1.5297058540778354,3.6865159703980654,1.0386923076923078,1.011348996655518
0.7544307759999356,3.98,1.89,3.86,0.0244217959998422,0.0526623549999385,0.0385125249999873,3.8220805852310336,1.5297058540778354,3.696958209122737,1.0302197802197808,1.0155115862398465
0.804567354000028,3.98,1.89,3.86,0.0745583739999347,0.1027989330000309,0.0886491030000797,3.8220805852310336,1.5297058540778354,3.696958209122737,1.0302197802197808,1.0155115862398465
0.8546780880001279,3.98,2.07,3.86,0.1246691080000346,0.0090317009999125,0.1387598370001797,3.8220805852310336,1.7472263734273243,3.696958209122737,1.1085494505494509,1.0545061395126607
0.9049829770001452,3.97,2.07,3.84,0.0311709510001492,0.0593365899999298,0.0450954900002216,3.811666302288279,1.7472263734273243,3.676071272432024,1.1254725274725272,1.054833062589584
0.9551333099998374,3.97,2.07,3.84,0.0813212839998414,0.109486922999622,0.0952458229999138,3.811666302288279,1.7472263734273243,3.676071272432024,1.1254725274725272,1.054833062589584
1.0052034330001334,3.97,1.92,3.86,0.1313914070001374,0.0161479090002103,0.0019961440002589,3.811666302288279,1.566620566697629,3.696958209122737,1.0427802197802205,1.0304058050645
1.0553360150001936,3.96,1.92,3.86,0.0377348320002965,0.0662804910002705,0.0521287260003191,3.801249794475496,1.566620566697629,3.696958209122737,1.0427802197802205,1.0390253702818917
1.105429223000101,3.96,1.92,3.86,0.087828040000204,0.116373699000178,0.1022219340002266,3.801249794475496,1.566620566697629,3.696958209122737,1.0427802197802205,1.0390253702818917
1.155747940999845,3.96,1.9,3.85,0.138146757999948,0.0220068199996603,0.0080894549996628,3.801249794475496,1.5420440979427272,3.6865159703980654,1.0428571428571427,1.0306832298136643
1.2060549779998837,3.97,1.9,3.85,0.0444487380000282,0.072313856999699,0.0583964919997015,3.811666302288279,1.5420440979427272,3.6865159703980654,1.0428571428571427,1.0220636645962726
1.256391585000074,3.97,1.9,3.85,0.0947853450002185,0.1226504639998893,0.1087330989998918,3.811666302288279,1.5420440979427272,3.6865159703980654,1.0428571428571427,1.0220636645962726
1.3064774009999385,3.98,1.85,3.84,0.0009714899997561,0.0288326780000716,0.0150306599998657,3.8220805852310336,1.4800000000000002,3.676071272432024,1.0307032967032963,0.9990131629240324
1.3566037159998814,3.98,1.85,3.84,0.0510978049996992,0.0789589930000147,0.0651569749998088,3.8220805852310336,1.4800000000000002,3.676071272432024,1.0307032967032963,0.9990131629240324
1.4066829909997978,3.98,1.85,3.84,0.1011770799996156,0.1290382679999311,0.1152362499997252,3.8220805852310336,1.4800000000000002,3.676071272432024,1.0307032967032963,0.9990131629240324
1.4567975750001096,3.98,1.91,3.85,0.0074247080001441,0.0352272509999238,0.0213074440002856,3.8220805852310336,1.5543487382180357,3.6865159703980654,1.047043956043956,1.0155066650740558
1.5071387299999517,3.98,1.91,3.85,0.0577658629999859,0.0855684059997656,0.0716485990001274,3.8220805852310336,1.5543487382180357,3.6865159703980654,1.047043956043956,1.0155066650740558
1.557459651000045,3.98,1.91,3.85,0.1080867840000792,0.1358893269998589,0.1219695200002206,3.8220805852310336,1.5543487382180357,3.6865159703980654,1.047043956043956,1.0155066650740558
1.6077799899999263,3.98,1.91,3.86,0.0145328949997747,0.0426107680000313,0.0283733870001015,3.8220805852310336,1.5543487382180357,3.696958209122737,1.0385714285714291,1.0196692546583843
1.6580819249998058,3.98,1.91,3.86,0.0648348299996541,0.0929127029999108,0.0786753219999809,3.8220805852310336,1.5543487382180357,3.696958209122737,1.0385714285714291,1.0196692546583843
1.7084160959998371,3.98,1.91,3.86,0.1151690009996855,0.1432468739999421,0.1290094930000123,3.8220805852310336,1.5543487382180357,3.696958209122737,1.0385714285714291,1.0196692546583843
1.7585524480000458,3.98,1.85,3.84,0.0214361450002797,0.0492829750000964,0.0356154510000124,3.8220805852310336,1.4800000000000002,3.676071272432024,1.0307032967032963,0.9990131629240324
1.808900074000121,3.98,1.85,3.84,0.071783771000355,0.0996306010001717,0.0859630770000876,3.8220805852310336,1.4800000000000002,3.676071272432024,1.0307032967032963,0.9990131629240324
1.8590116710001887,3.98,1.87,3.84,0.1218953680004233,0.0058472410000831,0.1360746740001559,3.8220805852310336,1.5049252473129688,3.676071272432024,1.0388791208791208,1.0030833014811271
1.909116597999855,3.98,1.87,3.87,0.0281097560000489,0.0559521679997487,0.0421669929996824,3.8220805852310336,1.5049252473129688,3.7073980093860976,1.0134615384615384,1.0155710702341134
1.959445728999981,3.98,1.87,3.87,0.0784388870001748,0.1062812989998747,0.0924961239998083,3.8220805852310336,1.5049252473129688,3.7073980093860976,1.0134615384615384,1.0155710702341134
2.009559270999944,3.98,1.85,3.87,0.1285524290001376,0.012495471999955,0.1426096659997711,3.8220805852310336,1.4800000000000002,3.7073980093860976,1.005285714285714,1.0115009316770185
