median_precision_cm,median_range_std_cm,raw_static_rmse_median_cm,raw_static_rmse_max_cm,raw_static_accuracy_median_cm,raw_static_accuracy_max_cm,globalcal_rmse_median_cm,globalcal_rmse_max_cm,globalcal_accuracy_median_cm,globalcal_accuracy_max_cm
3.089504511546882,2.21967730210241,3.9804902601934504,8.65517714453472,2.67592831680894,7.87471734586618,4.604414566996783,7.634286476203697,3.012118804496191,6.8585167311667705
