time,d1,d2,d3,t_uwb_1,t_uwb_2,t_uwb_3,el1,el2,el3,x,y,x_kf,y_kf,x_true,y_true,vx,vy,vx_smooth,vy_smooth
0.518082242,6.42,1.63,9.85,0.018529493,0.032433518,0.004196155,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.858819621,1.117813999,1.042410516,1,-0.032819547,0.072323271,-0.035725205,0.075471421
0.52321305,6.42,1.63,9.85,0.023660301,0.037564326,0.009326963,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.858651741,1.118183962,1.042911527,1,-0.032520986,0.071670204,-0.033213738,0.072133701
0.528354789,6.42,1.63,9.85,0.02880204,0.042706065,0.014468702,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.858485552,1.118550225,1.043413606,1,-0.031605905,0.069658017,-0.03190204,0.070310483
0.533685473,6.42,1.63,9.85,0.034132724,0.048036749,0.019799386,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.858321026,1.118912844,1.043934135,1,-0.03123476,0.0688444,-0.031558411,0.069557652
0.538841234,6.42,1.63,9.85,0.039288485,0.05319251,0.024955147,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.858158138,1.119271876,1.044437583,1,-0.031329003,0.069056524,-0.031142592,0.068645479
0.544033143,6.42,1.63,9.85,0.044480394,0.058384419,0.030147056,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.857996863,1.119627376,1.044944561,1,-0.031101402,0.068559118,-0.030840311,0.067983447
0.549161248,6.42,1.63,9.85,0.049608499,0.063512524,0.035275161,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.857837176,1.119979396,1.045445309,1,-0.030441888,0.067109335,-0.030657898,0.067585551
0.554482032,6.42,1.63,9.85,0.054929283,0.068833308,0.040595945,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.857679053,1.120327991,1.045964871,1,-0.030094502,0.066347857,-0.030301049,0.066802959
0.559622932,6.42,1.63,9.85,0.060070183,0.073974208,0.045736845,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.85752247,1.120673212,1.046466868,1,-0.030322695,0.066854923,-0.029931972,0.065993305
0.564759743,6.42,1.63,9.85,0.065206994,0.079111019,0.050873656,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.857367404,1.121015109,1.046968465,1,-0.029544759,0.065143563,-0.029735282,0.065563646
0.57007739,6.42,1.63,9.85,0.070524641,0.084428666,0.056191303,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.857213832,1.121353732,1.047487721,1,-0.029256014,0.064510845,-0.029549632,0.06515819
0.575212534,6.42,1.63,9.85,0.075659785,0.08956381,0.061326447,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.857061732,1.121689129,1.047989156,1,-0.029458442,0.064961044,-0.029262665,0.064529255
0.580354656,6.42,1.63,9.85,0.080801907,0.094705932,0.066468569,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856911082,1.122021349,1.048491272,1,-0.02916625,0.064320573,-0.029095608,0.064164661
0.585493947,6.42,1.63,9.85,0.085941198,0.099845223,0.07160786,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856761861,1.122350437,1.048993112,1,-0.028887857,0.063710252,-0.028835294,0.06359425
0.590637043,6.42,1.63,9.85,0.091084294,0.104988319,0.076750956,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856614047,1.12267644,1.049495323,1,-0.028709479,0.063320592,-0.028483768,0.062822614
0.595742747,6.42,1.63,9.85,0.096189998,0.110094023,0.08185666,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856467621,1.122999402,1.049993884,1,-0.027954442,0.061658786,-0.028264321,0.062342212
0.601076296,6.42,1.63,9.85,0.101523547,0.115427572,0.087190209,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856322561,1.123319368,1.050514692,1,-0.027700813,0.061102868,-0.028028896,0.061826487
0.606175776,6.42,1.63,9.85,0.106623027,0.120527052,0.092289689,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856178848,1.123636381,1.051012645,1,-0.028069014,0.061918561,-0.027763301,0.061244087
0.611268908,6.42,1.63,9.85,0.111716159,0.125620184,0.097382821,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.856036463,1.123950483,1.051509977,1,-0.027710733,0.061131627,-0.027598811,0.060884597
0.616405841,6.42,1.63,9.85,0.116853092,0.130757117,0.102519754,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.855895387,1.124261714,1.052011587,1,-0.027381501,0.060408591,-0.027575011,0.060342677
0.621526209,6.42,1.63,9.85,0.12197346,0.135877485,0.107640122,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.8557556,1.124570118,1.052511579,1,-0.027131993,0.059861339,-0.027487509,0.059185588
0.626663387,6.42,1.63,9.85,0.127110638,0.141014663,0.1127773,6.33845407,1.271416533,9.797045473,0.830378072,1.180839007,0.855617085,1.124875732,1.053013212,1,-0.027581814,0.05839327,-0.027428187,0.058097915
0.631818178,6.42,1.62,9.85,0.132265429,0.002308168,0.117932091,6.33845407,1.258570618,9.797045473,0.828842155,1.179413236,0.855471707,1.125171061,1.053516565,1,-0.027631502,0.056133112,-0.027462988,0.054565232
0.637145984,6.42,1.62,9.85,0.137593235,0.007635974,0.123259897,6.33845407,1.258570618,9.797045473,0.828842155,1.179413236,0.855327636,1.125463745,1.054036813,1,-0.027414124,0.055693261,-0.027497489,0.048380525
0.642286902,6.42,1.62,9.85,0.142734153,0.012776892,0.128400815,6.33845407,1.258570618,9.797045473,0.828842155,1.179413236,0.855184853,1.12575382,1.054538812,1,-0.027555506,0.042745177,-0.019645457,0.033296413
0.647463731,6.44,1.62,9.85,0.00391666,0.017953721,0.133577644,6.358710561,1.258570618,9.797045473,0.828842155,1.153795706,0.855043341,1.125903793,1.055044317,1,-0.027304498,0.028937806,-0.004158481,0.009679606
0.652606406,6.44,1.62,9.85,0.009059335,0.023096396,0.138720319,6.358710561,1.258570618,9.797045473,0.828842155,1.153795706,0.854903082,1.126052446,1.055546487,1,0.011678345,-0.01702729,0.011172977,-0.01370963
0.657708691,6.44,1.62,9.77,0.01416162,0.028198681,0.000228473,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.855159851,1.125733045,1.056044714,1,0.049803378,-0.061950927,0.026395596,-0.034338433
0.66287384,6.44,1.62,9.77,0.019326769,0.03336383,0.005393622,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.855414369,1.125416451,1.056549078,1,0.049243164,-0.061252918,0.041465787,-0.052078317
0.668000688,6.44,1.62,9.77,0.024453617,0.038490678,0.01052047,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.855666664,1.125102627,1.057049703,1,0.04855759,-0.060398834,0.048691131,-0.060564901
0.673222906,6.44,1.62,9.77,0.029675835,0.043712896,0.015742688,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.855916769,1.124791536,1.057559641,1,0.048046458,-0.059761614,0.048213172,-0.059969138
0.678367151,6.44,1.62,9.77,0.03482008,0.048857141,0.020886933,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.856164712,1.12448314,1.058061964,1,0.047805063,-0.059460211,0.047667875,-0.059289647
0.683552065,6.44,1.62,9.77,0.040004994,0.054042055,0.026071847,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.856410523,1.124177402,1.058568259,1,0.047413584,-0.058972116,0.047179459,-0.058680908
0.688691564,6.44,1.62,9.77,0.045144493,0.059181554,0.031211346,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.856654229,1.123874288,1.059070119,1,0.046516682,-0.057855462,0.046854126,-0.058275074
0.693991991,6.44,1.62,9.77,0.05044492,0.064481981,0.036511773,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.856895859,1.123573762,1.059587693,1,0.046115508,-0.05735514,0.046478006,-0.057806098
0.699130155,6.44,1.62,9.77,0.055583084,0.069620145,0.041649937,6.358710561,1.258570618,9.716609491,0.903019849,1.066319222,0.857135441,1.123275791,1.060089423,1,0.046419792,-0.057732442,0.04609784,-0.057332124
