time,d1,d2,d3,t_uwb_1,t_uwb_2,t_uwb_3,el1,el2,el3,x,y,x_kf,y_kf,x_true,y_true
0.137114579,6.42,1.39,9.47,0.132382532,0.015543141,0.001716216,6.317974359,0.795298686,9.40113291,1.143081285,0.739882229,1.143081285,0.739882229,1,1
0.142252086,6.42,1.39,9.47,0.137520039,0.020680648,0.006853723,6.317974359,0.795298686,9.40113291,1.143081285,0.739882229,1.143081285,0.739882229,1.00069735,1
0.147346489,6.42,1.39,9.47,0.142614442,0.025775051,0.011948126,6.317974359,0.795298686,9.40113291,1.143081285,0.739882229,1.143081285,0.739882229,1.0013947,1
0.152468533,6.44,1.39,9.47,0.00327232,0.030897095,0.01707017,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.739635312,1.00209205,1
0.157606643,6.44,1.39,9.47,0.00841043,0.036035205,0.02220828,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.73939286,1.0027894,1
0.16287678,6.44,1.39,9.47,0.013680567,0.041305342,0.027478417,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.739154752,1.00348675,1
0.168132884,6.44,1.39,9.47,0.018936671,0.046561446,0.032734521,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.738920871,1.0041841,1
0.173373798,6.44,1.39,9.47,0.024177585,0.05180236,0.037975435,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.738691102,1.00488145,1
0.178498934,6.44,1.39,9.47,0.029302721,0.056927496,0.043100571,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.738465337,1.005578801,1
0.183671422,6.44,1.39,9.47,0.034475209,0.062099984,0.048273059,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.738243469,1.006276151,1
0.188809497,6.44,1.39,9.47,0.039613284,0.067238059,0.053411134,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.738025398,1.006973501,1
0.19406537,6.44,1.39,9.47,0.044869157,0.072493932,0.058667007,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.737811024,1.007670851,1
0.199242437,6.44,1.39,9.47,0.050046224,0.077670999,0.063844074,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.737600253,1.008368201,1
0.204381444,6.44,1.39,9.47,0.055185231,0.082810006,0.068983081,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.737392993,1.009065551,1
0.209533341,6.44,1.39,9.47,0.060337128,0.087961903,0.074134978,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.737189155,1.009762901,1
0.214836686,6.44,1.39,9.47,0.065640473,0.093265248,0.079438323,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.736988654,1.010460251,1
0.220091802,6.44,1.39,9.47,0.070895589,0.098520364,0.084693439,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.736791407,1.011157601,1
0.225271423,6.44,1.39,9.47,0.07607521,0.103699985,0.08987306,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.736597334,1.011854951,1
0.230552569,6.44,1.39,9.47,0.081356356,0.108981131,0.095154206,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.736406356,1.012552301,1
0.23589234,6.44,1.39,9.47,0.086696127,0.114320902,0.100493977,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.7362184,1.013249651,1
0.2411602,6.44,1.39,9.47,0.091963987,0.119588762,0.105761837,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.736033393,1.013947001,1
0.246460621,6.44,1.39,9.47,0.097264408,0.124889183,0.111062258,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.735851263,1.014644351,1
0.251739486,6.44,1.39,9.47,0.102543273,0.130168048,0.116341123,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.735671944,1.015341702,1
0.25706131,6.44,1.39,9.47,0.107865097,0.135489872,0.121662947,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.73549537,1.016039052,1
0.262382518,6.44,1.39,9.47,0.113186305,0.14081108,0.126984155,6.338296301,0.795298686,9.40113291,1.143081285,0.714264699,1.143081285,0.735321476,1.016736402,1
0.267533126,6.44,1.41,9.47,0.118336913,0.00217184,0.132134763,6.338296301,0.829759001,9.40113291,1.145727788,0.716721413,1.143102687,0.735170067,1.017433752,1
0.272793966,6.44,1.41,9.47,0.123597753,0.00743268,0.137395603,6.338296301,0.829759001,9.40113291,1.145727788,0.716721413,1.14312377,0.735020921,1.018131102,1
0.278110379,6.44,1.41,9.47,0.128914166,0.012749093,0.142712016,6.338296301,0.829759001,9.40113291,1.145727788,0.716721413,1.143144543,0.734873988,1.018828452,1
0.283247793,6.44,1.41,9.51,0.13405158,0.017886507,0.004136283,6.338296301,0.829759001,9.441424681,1.109848771,0.759032923,1.142879328,0.73506612,1.019525802,1
0.288412061,6.44,1.41,9.51,0.139215848,0.023050775,0.009300551,6.338296301,0.829759001,9.441424681,1.109848771,0.759032923,1.142617981,0.735255455,1.020223152,1
0.293514703,6.42,1.41,9.51,0.000123804,0.028153417,0.014403193,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.142360414,0.73564357,1.020920502,1
0.29883662,6.42,1.41,9.51,0.005445721,0.033475334,0.01972511,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.142106546,0.736026115,1.021617852,1
0.304163148,6.42,1.41,9.51,0.010772249,0.038801862,0.025051638,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.141856294,0.736403212,1.022315202,1
0.309511392,6.42,1.41,9.51,0.016120493,0.044150106,0.030399882,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.141609581,0.736774979,1.023012552,1
0.314648303,6.42,1.41,9.51,0.021257404,0.049287017,0.035536793,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.141366329,0.737141531,1.023709902,1
0.320010432,6.42,1.41,9.51,0.026619533,0.054649146,0.040898922,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.141126466,0.737502979,1.024407252,1
0.325336612,6.42,1.41,9.51,0.031945713,0.059975326,0.046225102,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.140889918,0.737859433,1.025104603,1
0.330657316,6.42,1.41,9.51,0.037266417,0.06529603,0.051545806,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.140656616,0.738210998,1.025801953,1
0.335963054,6.42,1.41,9.51,0.042572155,0.070601768,0.056851544,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.140426492,0.738557775,1.026499303,1
0.341214265,6.42,1.41,9.51,0.047823366,0.075852979,0.062102755,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.140199479,0.738899866,1.027196653,1
0.346392668,6.42,1.41,9.51,0.053001769,0.081031382,0.067281158,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.139975514,0.739237366,1.027894003,1
0.351552581,6.42,1.41,9.51,0.058161682,0.086191295,0.072441071,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.139754534,0.739570369,1.028591353,1
0.35687428,6.42,1.41,9.51,0.063483381,0.091512994,0.07776277,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.139536477,0.739898968,1.029288703,1
0.362142526,6.42,1.41,9.51,0.068751627,0.09678124,0.083031016,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.139321285,0.740223251,1.029986053,1
0.367473766,6.42,1.41,9.51,0.074082867,0.10211248,0.088362256,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.1391089,0.740543306,1.030683403,1
0.372794351,6.42,1.41,9.51,0.079403452,0.107433065,0.093682841,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.138899267,0.740859216,1.031380753,1
0.378136469,6.42,1.41,9.51,0.08474557,0.112775183,0.099024959,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.13869233,0.741171064,1.032078103,1
0.383345407,6.42,1.41,9.51,0.089954508,0.117984121,0.104233897,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.138488036,0.74147893,1.032775453,1
0.388521388,6.42,1.41,9.51,0.095130489,0.123160102,0.109409878,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.138286334,0.741782891,1.033472803,1
0.393787657,6.42,1.41,9.51,0.100396758,0.128426371,0.114676147,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.138087173,0.742083024,1.034170153,1
0.398943612,6.42,1.41,9.51,0.105552713,0.133582326,0.119832102,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.137890504,0.742379403,1.034867503,1
0.404137453,6.42,1.41,9.51,0.110746554,0.138776167,0.125025943,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.13769628,0.742672099,1.035564854,1
0.409310514,6.42,1.41,9.51,0.115919615,0.143949228,0.130199004,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.137504453,0.742961183,1.036262204,1
0.4145428,6.42,1.41,9.51,0.121151901,0.149181514,0.13543129,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.137314979,0.743246724,1.036959554,1
0.41971503,6.42,1.41,9.51,0.126324131,0.154353744,0.14060352,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.137127813,0.743528787,1.037656904,1
0.425004729,6.42,1.41,9.51,0.13161383,0.159643443,0.145893219,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.136942911,0.743807438,1.038354254,1
0.4303294,6.42,1.41,9.51,0.136938501,0.164968114,0.15121789,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.136760232,0.74408274,1.039051604,1
0.435469303,6.42,1.41,9.51,0.142078404,0.170108017,0.156357793,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.136579735,0.744354755,1.039748954,1
0.440631471,6.42,1.41,9.51,0.147240572,0.175270185,0.161519961,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.13640138,0.744623544,1.040446304,1
0.445990093,6.42,1.41,9.51,0.152599194,0.180628807,0.166878583,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.136225128,0.744889165,1.041143654,1
0.451107977,6.42,1.41,9.51,0.157717078,0.185746691,0.171996467,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.136050939,0.745151676,1.041841004,1
0.456244025,6.42,1.41,9.51,0.162853126,0.190882739,0.177132515,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.135878779,0.745411132,1.042538354,1
0.461379138,6.42,1.41,9.51,0.167988239,0.196017852,0.182267628,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.135708609,0.745667589,1.043235704,1
0.466570403,6.42,1.41,9.51,0.173179504,0.201209117,0.187458893,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.135540395,0.745921099,1.043933054,1
0.471693637,6.42,1.41,9.51,0.178302738,0.206332351,0.192582127,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.135374101,0.746171715,1.044630404,1
0.476820428,6.42,1.41,9.51,0.183429529,0.211459142,0.197708918,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.135209695,0.746419488,1.045327755,1
0.481962787,6.42,1.41,9.51,0.188571888,0.216601501,0.202851277,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.135047144,0.746664467,1.046025105,1
0.487169928,6.42,1.41,9.51,0.193779029,0.221808642,0.208058418,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.134886414,0.746906701,1.046722455,1
0.492295023,6.42,1.41,9.51,0.198904124,0.226933737,0.213183513,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.134727475,0.747146237,1.047419805,1
0.497616824,6.42,1.41,9.51,0.204225925,0.232255538,0.218505314,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.134570296,0.747383122,1.048117155,1
0.502743065,6.42,1.41,9.51,0.209352166,0.237381779,0.223631555,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.134414846,0.7476174,1.048814505,1
0.507869746,6.42,1.41,9.51,0.214478847,0.24250846,0.228758236,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.134261097,0.747849117,1.049511855,1
0.513175554,6.42,1.41,9.51,0.219784655,0.247814268,0.234064044,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.13410902,0.748078314,1.050209205,1
0.518497697,6.42,1.41,9.51,0.225106798,0.253136411,0.239386187,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133958586,0.748305036,1.050906555,1
0.523638542,6.42,1.41,9.51,0.230247643,0.258277256,0.244527032,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133809769,0.748529322,1.051603905,1
0.528777601,6.42,1.41,9.51,0.235386702,0.263416315,0.249666091,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133662541,0.748751213,1.052301255,1
0.533914664,6.42,1.41,9.51,0.240523765,0.268553378,0.254803154,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133516876,0.748970749,1.052998605,1
0.539162539,6.42,1.41,9.51,0.24577164,0.273801253,0.260051029,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133372749,0.749187967,1.053695955,1
0.544300815,6.42,1.41,9.51,0.250909916,0.278939529,0.265189305,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133230135,0.749402907,1.054393305,1
0.549439242,6.42,1.41,9.51,0.256048343,0.284077956,0.270327732,6.317974359,0.829759001,9.441424681,1.109848771,0.784650453,1.133089009,0.749615605,1.055090656,1
0.554578376,6.42,1.44,9.51,0.261187477,0.001456347,0.275466866,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132973173,0.749848214,1.055788006,1
0.559715489,6.42,1.44,9.51,0.26632459,0.00659346,0.280603979,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132858537,0.75007843,1.056485356,1
0.56481601,6.42,1.44,9.51,0.271425111,0.011693981,0.2857045,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132745082,0.75030629,1.057182706,1
0.56991044,6.42,1.44,9.51,0.276519541,0.016788411,0.00279974,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132632789,0.750531832,1.057880056,1
0.575172152,6.42,1.44,9.51,0.281781253,0.022050123,0.008061452,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132521641,0.750755092,1.058577406,1
0.580518528,6.42,1.44,9.51,0.287127629,0.027396499,0.013407828,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132411618,0.750976106,1.059274756,1
0.585666283,6.42,1.44,9.51,0.004285949,0.032544254,0.018555583,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132302703,0.751194908,1.059972106,1
0.590841761,6.42,1.44,9.51,0.009461427,0.037719732,0.023731061,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.132194879,0.751411534,1.060669456,1
0.59597923,6.42,1.44,9.51,0.014598896,0.042857201,0.02886853,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.13208813,0.751626016,1.061366806,1
0.601269562,6.42,1.44,9.51,0.019889228,0.048147533,0.034158862,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131982437,0.751838388,1.062064156,1
0.606407769,6.42,1.44,9.51,0.025027435,0.05328574,0.039297069,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131877786,0.752048681,1.062761506,1
0.611528885,6.42,1.44,9.51,0.030148551,0.058406856,0.044418185,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131774161,0.752256928,1.063458856,1
0.61664629,6.42,1.44,9.51,0.035265956,0.063524261,0.04953559,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131671545,0.752463158,1.064156206,1
0.621763391,6.42,1.44,9.51,0.040383057,0.068641362,0.054652691,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131569924,0.752667403,1.064853556,1
0.626879765,6.42,1.44,9.51,0.045499431,0.073757736,0.059769065,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131469282,0.752869692,1.065550907,1
0.632030285,6.42,1.44,9.51,0.050649951,0.078908256,0.064919585,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131369605,0.753070053,1.066248257,1
0.63713205,6.42,1.44,9.51,0.055751716,0.084010021,0.07002135,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131270879,0.753268516,1.066945607,1
0.642268963,6.42,1.44,9.51,0.060888629,0.089146934,0.075158263,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.13117309,0.753465108,1.067642957,1
0.647405662,6.42,1.44,9.51,0.066025328,0.094283633,0.080294962,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.131076223,0.753659857,1.068340307,1
0.652534032,6.42,1.44,9.51,0.071153698,0.099412003,0.085423332,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.130980266,0.753852789,1.069037657,1
0.657676168,6.42,1.44,9.51,0.076295834,0.104554139,0.090565468,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.130885205,0.75404393,1.069735007,1
0.66281594,6.42,1.44,9.51,0.081435606,0.109693911,0.09570524,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.130791027,0.754233308,1.070432357,1
0.668105212,6.42,1.44,9.51,0.086724878,0.114983183,0.100994512,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.13069772,0.754420946,1.071129707,1
0.673244563,6.42,1.44,9.51,0.091864229,0.120122534,0.106133863,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.13060527,0.754606869,1.071827057,1
0.678368354,6.42,1.44,9.51,0.09698802,0.125246325,0.111257654,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.130513666,0.754791103,1.072524407,1
0.68349275,6.42,1.44,9.51,0.102112416,0.130370721,0.11638205,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.130422896,0.75497367,1.073221757,1
0.688662258,6.42,1.44,9.51,0.107281924,0.135540229,0.121551558,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.130332948,0.755154594,1.073919107,1
0.693781308,6.42,1.44,9.51,0.112400974,0.140659279,0.126670608,6.317974359,0.879772698,9.441424681,1.113889414,0.788401329,1.13024381,0.755333898,1.074616457,1
0.699092752,6.42,1.4,9.51,0.117712418,0.001937279,0.131982052,6.317974359,0.812649986,9.441424681,1.108520794,0.783417709,1.130126888,0.755485072,1.075313808,1
0.704230532,6.42,1.4,9.51,0.122850198,0.007075059,0.137119832,6.317974359,0.812649986,9.441424681,1.108520794,0.783417709,1.130011004,0.755634903,1.076011158,1
0.709366279,6.42,1.4,9.51,0.127985945,0.012210806,0.142255579,6.317974359,0.812649986,9.441424681,1.108520794,0.783417709,1.129896144,0.755783409,1.076708508,1
0.714553786,6.42,1.4,9.52,0.133173452,0.017398313,0.003170704,6.317974359,0.812649986,9.451497236,1.09952741,0.794023453,1.12973448,0.755986997,1.077405858,1
0.719676549,6.42,1.4,9.52,0.138296215,0.022521076,0.008293467,6.317974359,0.812649986,9.451497236,1.09952741,0.794023453,1.129574229,0.756188805,1.078103208,1
0.724782421,6.42,1.4,9.52,0.143402087,0.027626948,0.013399339,6.317974359,0.812649986,9.451497236,1.09952741,0.794023453,1.129415373,0.756388856,1.078800558,1
0.729913329,6.4,1.4,9.52,0.004527521,0.032757856,0.018530247,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.129257892,0.756722222,1.079497908,1
0.735132807,6.4,1.4,9.52,0.009746999,0.037977334,0.023749725,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.129101768,0.757052711,1.080195258,1
0.740298297,6.4,1.4,9.52,0.014912489,0.043142824,0.028915215,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.128946984,0.757380359,1.080892608,1
0.745403333,6.4,1.4,9.52,0.020017525,0.04824786,0.034020251,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.12879352,0.757705206,1.081589958,1
0.75073044,6.4,1.4,9.52,0.025344632,0.053574967,0.039347358,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.12864136,0.758027289,1.082287308,1
0.755868085,6.4,1.4,9.52,0.030482277,0.058712612,0.044485003,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.128490487,0.758346644,1.082984658,1
0.761149153,6.4,1.4,9.52,0.035763345,0.06399368,0.049766071,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.128340883,0.758663306,1.083682008,1
0.766285881,6.4,1.4,9.52,0.040900073,0.069130408,0.054902799,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.128192531,0.758977312,1.084379358,1
0.77139678,6.4,1.4,9.52,0.046010972,0.074241307,0.060013698,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.128045417,0.759288696,1.085076709,1
0.776531161,6.4,1.4,9.52,0.051145353,0.079375688,0.065148079,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.127899522,0.759597492,1.085774059,1
0.781810814,6.4,1.4,9.52,0.056425006,0.084655341,0.070427732,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.127754833,0.759903734,1.086471409,1
0.787144851,6.4,1.4,9.52,0.061759043,0.089989378,0.075761769,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.127611333,0.760207453,1.087168759,1
0.792488673,6.4,1.4,9.52,0.067102865,0.0953332,0.081105591,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.127469007,0.760508684,1.087866109,1
0.797783027,6.4,1.4,9.52,0.072397219,0.100627554,0.086399945,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.12732784,0.760807456,1.088563459,1
0.803107778,6.4,1.4,9.52,0.07772197,0.105952305,0.091724696,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.127187817,0.761103802,1.089260809,1
0.808244437,6.4,1.4,9.52,0.082858629,0.111088964,0.096861355,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.127048925,0.761397753,1.089958159,1
0.813406733,6.4,1.4,9.52,0.088020925,0.11625126,0.102023651,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.126911148,0.761689337,1.090655509,1
0.818567804,6.4,1.4,9.52,0.093181996,0.121412331,0.107184722,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.126774474,0.761978586,1.091352859,1
0.823673799,6.4,1.4,9.52,0.098287991,0.126518326,0.112290717,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.126638887,0.762265528,1.092050209,1
0.828805696,6.4,1.4,9.52,0.103419888,0.131650223,0.117422614,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.126504375,0.762550191,1.092747559,1
0.834136761,6.4,1.4,9.52,0.108750953,0.136981288,0.122753679,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.126370925,0.762832604,1.093444909,1
0.839259375,6.4,1.4,9.52,0.113873567,0.142103902,0.127876293,6.297650355,0.812649986,9.451497236,1.09952741,0.819561301,1.126238523,0.763112794,1.094142259,1
0.84442193,6.4,1.39,9.52,0.119036122,0.003008993,0.133038848,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.126100628,0.763384729,1.094839609,1
0.849527688,6.4,1.39,9.52,0.12414188,0.008114751,0.138144606,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125963807,0.763654542,1.09553696,1
0.854640096,6.4,1.39,9.52,0.129254288,0.013227159,0.143257014,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125828047,0.763922261,1.09623431,1
0.85977432,6.4,1.39,9.52,0.134388512,0.018361383,0.148391238,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125693336,0.764187909,1.09693166,1
0.865092564,6.4,1.39,9.52,0.139706756,0.023679627,0.153709482,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125559661,0.764451512,1.09762901,1
0.870190247,6.4,1.39,9.52,0.000608922,0.02877731,0.158807165,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125427009,0.764713095,1.09832636,1
0.875326108,6.4,1.39,9.52,0.005744783,0.033913171,0.163943026,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125295368,0.764972682,1.09902371,1
0.880469156,6.4,1.39,9.52,0.010887831,0.039056219,0.169086074,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125164727,0.765230295,1.09972106,1
0.885621045,6.4,1.39,9.52,0.01603972,0.044208108,0.174237963,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.125035073,0.765485959,1.10041841,1
0.890977581,6.4,1.39,9.52,0.021396256,0.049564644,0.179594499,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124906395,0.765739697,1.10111576,1
0.896149391,6.4,1.39,9.52,0.026568066,0.054736454,0.184766309,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124778681,0.765991531,1.10181311,1
0.901430165,6.4,1.39,9.52,0.03184884,0.060017228,0.190047083,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124651921,0.766241483,1.10251046,1
0.906540331,6.4,1.39,9.52,0.036959006,0.065127394,0.195157249,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124526103,0.766489575,1.10320781,1
0.91171521,6.4,1.39,9.52,0.042133885,0.070302273,0.200332128,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124401216,0.766735829,1.10390516,1
0.916852329,6.4,1.39,9.52,0.047271004,0.075439392,0.205469247,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124277249,0.766980266,1.10460251,1
0.922138806,6.4,1.39,9.52,0.052557481,0.080725869,0.210755724,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124154193,0.767222907,1.105299861,1
0.927269598,6.4,1.39,9.52,0.057688273,0.085856661,0.215886516,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.124032036,0.767463771,1.105997211,1
0.932401364,6.4,1.39,9.52,0.062820039,0.090988427,0.221018282,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.123910768,0.767702881,1.106694561,1
0.937560168,6.4,1.39,9.52,0.067978843,0.096147231,0.226177086,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.12379038,0.767940254,1.107391911,1
0.942667673,6.4,1.39,9.52,0.073086348,0.101254736,0.231284591,6.297650355,0.795298686,9.451497236,1.098208885,0.818337331,1.123670861,0.768175912,1.108089261,1
