time,d1,d2,d3,t_uwb_1,t_uwb_2,t_uwb_3,el1,el2,el3,x,y
0.101071592000153,3.97,1.7599999999999998,3.8,0.0258758710006077,0.0120071510000343,0.0398214930000904,3.811666302288279,1.3658330791132565,3.634267464015272,1.0285824175824179,0.9733812470138549
0.1514184799998474,3.97,1.7599999999999998,3.8,0.0762227590003021,0.0623540389997288,0.0901683809997848,3.811666302288279,1.3658330791132565,3.634267464015272,1.0285824175824179,0.9733812470138549
0.2017594910003026,3.97,1.7599999999999998,3.8,0.1265637700007573,0.1126950500001839,0.14050939200024,3.811666302288279,1.3658330791132565,3.634267464015272,1.0285824175824179,0.9733812470138549
0.2520939480000379,3.98,1.7599999999999998,3.76,0.0332941670003492,0.019052745999943,0.0471189950003463,3.8220805852310336,1.3658330791132565,3.592422580933373,1.061813186813187,0.9484135212613469
0.3023874339996837,3.98,1.7599999999999998,3.76,0.083587652999995,0.0693462319995887,0.0974124809999921,3.8220805852310336,1.3658330791132565,3.592422580933373,1.061813186813187,0.9484135212613469
0.3525270250001995,3.98,1.7599999999999998,3.79,0.1337272440005108,0.1194858230001045,0.0033394620004401,3.8220805852310336,1.3658330791132565,3.623810149552539,1.0369230769230773,0.9606421404682269
0.4028194679995067,3.97,1.7599999999999998,3.79,0.0397561869995115,0.0260124799997356,0.0536319049997473,3.811666302288279,1.3658330791132565,3.623810149552539,1.0369230769230773,0.9692834448160527
0.4531487459998971,3.97,1.7599999999999998,3.79,0.0900854649999018,0.0763417580001259,0.1039611830001376,3.811666302288279,1.3658330791132565,3.623810149552539,1.0369230769230773,0.9692834448160527
0.5034829870000976,3.97,1.7599999999999998,3.79,0.1404197060001024,0.1266759990003265,0.0103683910001564,3.811666302288279,1.3658330791132565,3.623810149552539,1.0369230769230773,0.9692834448160527
0.5537766830002511,3.95,1.7400000000000002,3.79,0.0467373620003854,0.0329010650002601,0.0606620870003098,3.7908310434520818,1.339962686047638,3.623810149552539,1.0292307692307696,0.9826714046822741
0.6041057390002607,3.95,1.7400000000000002,3.79,0.097066418000395,0.0832301210002697,0.1109911430003194,3.7908310434520818,1.339962686047638,3.623810149552539,1.0292307692307696,0.9826714046822741
0.6542453649999516,3.97,1.7400000000000002,3.78,0.0032596680002825,0.1333697469999606,0.0171635670003524,3.811666302288279,1.339962686047638,3.613350245962879,1.0375494505494507,0.9613670090778782
0.7045869409994339,3.97,1.77,3.78,0.0536012439997648,0.0398055319992636,0.0675051429998347,3.811666302288279,1.378695035169127,3.613350245962879,1.049120879120879,0.9671275680840896
0.7549174690002474,3.97,1.77,3.78,0.1039317720005783,0.0901360600000771,0.1178356710006482,3.811666302288279,1.378695035169127,3.613350245962879,1.049120879120879,0.9671275680840896
0.8051689539997824,3.98,1.77,3.79,0.010192896999797,0.1403875449996121,0.0241235570001663,3.8220805852310336,1.378695035169127,3.623810149552539,1.0408021978021984,0.962573268036311
0.8554445669997222,3.98,1.7599999999999998,3.79,0.0604685099997368,0.0468675609999991,0.0743991700001061,3.8220805852310336,1.3658330791132565,3.623810149552539,1.0369230769230773,0.9606421404682269
