loss,mae,val_loss,val_mae,learning_rate
0.06995324045419693,0.2843136489391327,0.8176202774047852,1.167044758796692,0.0010000000474974513
0.08234900236129761,0.30289018154144287,0.8423731327056885,1.211533784866333,0.0010000000474974513
0.08985926955938339,0.3258710205554962,0.7799615263938904,1.1602356433868408,0.0010000000474974513
0.09753350913524628,0.34253498911857605,0.6849668025970459,1.041323184967041,0.0010000000474974513
0.10712190717458725,0.35357505083084106,0.775759220123291,1.1591769456863403,0.0010000000474974513
0.0995156317949295,0.3327014744281769,0.8773640394210815,1.2462983131408691,0.0010000000474974513
0.11978952586650848,0.36521637439727783,0.6982633471488953,1.1221072673797607,0.0010000000474974513
0.10487435758113861,0.346627414226532,0.7814149856567383,1.132787823677063,0.0010000000474974513
0.09607110917568207,0.333524227142334,0.8515274524688721,1.2174783945083618,0.0010000000474974513
0.151774063706398,0.4214729070663452,0.5494595766067505,0.9774497151374817,0.0010000000474974513
0.13375574350357056,0.39866024255752563,0.5392257571220398,0.9391783475875854,0.0010000000474974513
0.12681634724140167,0.38093650341033936,0.8514065742492676,1.2245802879333496,0.0010000000474974513
0.11040308326482773,0.3598128855228424,0.7727833390235901,1.1541284322738647,0.0010000000474974513
0.14026379585266113,0.4071095287799835,0.6411057710647583,1.0041629076004028,0.0010000000474974513
0.09402048587799072,0.3377264738082886,0.7976993918418884,1.1722875833511353,0.0010000000474974513
0.13693182170391083,0.40143880248069763,0.6294586658477783,1.093543291091919,0.0010000000474974513
0.13692493736743927,0.41172170639038086,0.7374552488327026,1.0979288816452026,0.0010000000474974513
0.18771588802337646,0.48951730132102966,0.6954373717308044,1.0470072031021118,0.0005000000237487257
0.14502793550491333,0.43355658650398254,0.721054196357727,1.0800561904907227,0.0005000000237487257
0.17240388691425323,0.4697958827018738,0.5525509119033813,0.9085328578948975,0.0005000000237487257
0.17091883718967438,0.46639499068260193,0.4718969464302063,0.8377529382705688,0.0005000000237487257
0.14189162850379944,0.43806761503219604,0.6516784429550171,1.0140228271484375,0.0005000000237487257
0.19371642172336578,0.4989268183708191,0.47859784960746765,0.8672219514846802,0.0005000000237487257
0.16731438040733337,0.4638269245624542,0.5209091305732727,0.8799423575401306,0.0005000000237487257
0.19103848934173584,0.4974413216114044,0.5519492030143738,0.9439308047294617,0.0005000000237487257
0.22201818227767944,0.5540158748626709,0.5860401391983032,1.0196080207824707,0.0005000000237487257
0.2154659479856491,0.5453710556030273,0.45769989490509033,0.8587713837623596,0.0005000000237487257
0.1372016817331314,0.4206671416759491,0.7417964935302734,1.1236343383789062,0.0005000000237487257
0.16223548352718353,0.4490678310394287,0.6819611191749573,1.0392776727676392,0.0005000000237487257
0.15264780819416046,0.4359937906265259,0.7285289168357849,1.1400270462036133,0.0005000000237487257
0.1437678188085556,0.4321780204772949,0.6709595918655396,1.0558370351791382,0.0005000000237487257
0.1381685733795166,0.42955130338668823,0.6364263892173767,1.0116323232650757,0.0005000000237487257
0.18169648945331573,0.4972338080406189,0.5037055015563965,0.8883019685745239,0.0005000000237487257
0.2169715315103531,0.5519090294837952,0.4347681403160095,0.8159468173980713,0.0002500000118743628
0.19556276500225067,0.5083383321762085,0.43542951345443726,0.8378376960754395,0.0002500000118743628
0.20985262095928192,0.5345556139945984,0.47432148456573486,0.8906287550926208,0.0002500000118743628
0.18374724686145782,0.4932538866996765,0.451679527759552,0.8330830335617065,0.0002500000118743628
0.19687770307064056,0.5148587822914124,0.4712528586387634,0.8771809339523315,0.0002500000118743628
0.1873016357421875,0.49117785692214966,0.4683963358402252,0.8701042532920837,0.0002500000118743628
0.1738894283771515,0.4657121002674103,0.4584273099899292,0.8669213056564331,0.0002500000118743628
0.19051972031593323,0.4928608536720276,0.4768856167793274,0.8818584084510803,0.0001250000059371814
0.15381932258605957,0.43137967586517334,0.48506781458854675,0.8767474293708801,0.0001250000059371814
0.16454727947711945,0.4425536096096039,0.48218855261802673,0.8711620569229126,0.0001250000059371814
0.14924447238445282,0.4185044467449188,0.4858696162700653,0.8661998510360718,0.0001250000059371814
0.17069420218467712,0.44449251890182495,0.4734805226325989,0.8599235415458679,0.0001250000059371814
0.17323879897594452,0.4486974775791168,0.5468261241912842,0.9433881044387817,0.0001250000059371814
0.16417425870895386,0.4332619309425354,0.5746800303459167,0.9715121388435364,6.25000029685907e-05
0.1466423124074936,0.40940147638320923,0.5700647830963135,0.9662941098213196,6.25000029685907e-05
0.1627383530139923,0.4266883134841919,0.5640333890914917,0.9599523544311523,6.25000029685907e-05
0.1589975208044052,0.42084193229675293,0.5624042749404907,0.957348644733429,6.25000029685907e-05
0.15680603682994843,0.4167088568210602,0.5613892078399658,0.95502108335495,6.25000029685907e-05
0.15450796484947205,0.4131406843662262,0.5609817504882812,0.9533281326293945,6.25000029685907e-05
0.14833329617977142,0.40480613708496094,0.5615435838699341,0.9533976316452026,3.125000148429535e-05
0.1470932811498642,0.40229809284210205,0.558239758014679,0.9492487907409668,3.125000148429535e-05
