split,trajectory,model,constraint_enabled,rmse_x_m,rmse_y_m,rmse_2d_m,mae_x_m,mae_y_m,mae_2d_m,median_error_m,p90_error_m,p95_error_m,max_error_m,pct_below_5cm,pct_below_10cm,pct_below_20cm,pct_below_50cm,n_samples
train,all,Raw trilateration,True,0.1559199388553624,0.1354016097888719,0.206505746327016,0.1056178795749548,0.0960789507169221,0.1632840155505992,0.1241289298291777,0.3399504059757716,0.4173059860932812,0.8045183138558184,15.322066326530612,40.489477040816325,68.72608418367348,97.74394132653062,12544
train,all,EKF only,True,0.1130034498007252,0.1207888250573631,0.1654077384090699,0.0798117473397902,0.0880128075219719,0.1359394030274332,0.1160265987296062,0.2557877260320974,0.3139860749388172,0.757600230336885,15.019132653061224,42.051977040816325,80.21364795918367,99.41007653061224,12544
train,all,EKF + LSTM residual,True,0.0606680511986828,0.0797431648948363,0.1001977284357837,0.0379336638522878,0.0461589116418365,0.0685986168196796,0.0456447759511686,0.1483272645018988,0.2095948212090546,0.5904208649104231,54.80707908163265,81.640625,94.53922193877553,99.62531887755102,12544
train,all,EKF + LSTM + raw fallback,True,0.0606680511986828,0.0797431648948363,0.1001977284357837,0.0379336638522878,0.0461589116418365,0.0685986168196796,0.0456447759511686,0.1483272645018988,0.2095948212090546,0.5904208649104231,54.80707908163265,81.640625,94.53922193877553,99.62531887755102,12544
train,all,EKF + LSTM + trajectory constraint,True,0.0589922986330464,0.0792429966239813,0.0987904034406118,0.032445378367453,0.0430848368691023,0.0645818571437815,0.0418358757327269,0.1471404374752586,0.2087028206930561,0.5902456260652007,57.860331632653065,82.1827168367347,94.48341836734694,99.64126275510203,12544
train,segitiga1_gt,Raw trilateration,True,0.1688751520824568,0.1554891952529825,0.2295554548062255,0.1138185523248189,0.1073289900868405,0.1803798342419837,0.1357606622703008,0.384380169861904,0.4685955965528936,0.8045183138558184,14.9682022646192,38.46750426554987,63.037071506126885,95.9360943074298,6447
train,segitiga1_gt,EKF only,True,0.1271193103205104,0.1423997192161952,0.1908847796164311,0.0883329943655018,0.1011763334729722,0.1553843505373446,0.1323156105221078,0.2912325802517141,0.3619540174140445,0.757600230336885,15.154335349775089,36.59066232356135,71.61470451372732,98.85217930820536,6447
train,segitiga1_gt,EKF + LSTM residual,True,0.0576545922281831,0.0968755856294784,0.1127338950628979,0.0401537032703452,0.0540226022713053,0.0774460105417863,0.0515043992193901,0.154557320367708,0.2334702409180663,0.5904208649104231,48.54971304482705,78.5791841166434,93.09756475880256,99.27097874980612,6447
train,segitiga1_gt,EKF + LSTM + raw fallback,True,0.0576545922281831,0.0968755856294784,0.1127338950628979,0.0401537032703452,0.0540226022713053,0.0774460105417863,0.0515043992193901,0.154557320367708,0.2334702409180663,0.5904208649104231,48.54971304482705,78.5791841166434,93.09756475880256,99.27097874980612,6447
train,segitiga1_gt,EKF + LSTM + trajectory constraint,True,0.0556180404950249,0.09644063424109,0.1113290723994857,0.0339250697586396,0.0507966231821415,0.0730641122835044,0.0475559842440977,0.1541036489240982,0.2340611101327302,0.5902456260652007,52.24135256708546,79.3392275476966,93.0044982162246,99.30200093066544,6447
